model,case_id,sespec_path,baseline_path
gpt-5.4-mini,117,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/117/foo117.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/117/final_candidate.java
gpt-5.4-mini,118,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/118/foo118.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/118/final_candidate.java
gpt-5.4-mini,119,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/119/foo119.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/119/final_candidate.java
gpt-5.4-mini,128,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/128/foo51.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/128/final_candidate.java
gpt-5.4-mini,129,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/129/foo129.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/129/final_candidate.java
gpt-5.4-mini,133,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/133/foo133.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/133/final_candidate.java
gpt-5.4-mini,134,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/134/foo134.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/134/final_candidate.java
gpt-5.4-mini,136,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/136/foo136.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/136/final_candidate.java
gpt-5.4-mini,137,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/137/foo62.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/137/final_candidate.java
gpt-5.4-mini,138,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/138/foo63.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/138/final_candidate.java
gpt-5.4-mini,139,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/139/foo139.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/139/final_candidate.java
gpt-5.4-mini,140,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/140/foo65.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/140/final_candidate.java
gpt-5.4-mini,141,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/141/foo66.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/141/final_candidate.java
gpt-5.4-mini,142,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/142/foo142.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/142/final_candidate.java
gpt-5.4-mini,143,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/143/foo143.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/143/final_candidate.java
gpt-5.4-mini,144,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/144/foo144.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/144/final_candidate.java
gpt-5.4-mini,145,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/145/foo145.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/145/final_candidate.java
gpt-5.4-mini,148,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/148/foo148.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/148/final_candidate.java
gpt-5.4-mini,295,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/295/foo295.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/295/final_candidate.java
gpt-5.4-mini,298,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/298/foo197.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/298/final_candidate.java
gpt-5.4-mini,299,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/299/foo201.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/299/final_candidate.java
gpt-5.4-mini,300,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/300/foo300.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/300/final_candidate.java
gpt-5.4-mini,301,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/301/foo301.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/301/final_candidate.java
gpt-5.4-mini,305,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/305/foo305.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/305/final_candidate.java
gpt-5.4-mini,307,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/307/foo307.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/307/final_candidate.java
gpt-5.4-mini,308,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/308/foo308.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/308/final_candidate.java
gpt-5.4-mini,339,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/339/foo339.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/339/final_candidate.java
gpt-5.4-mini,340,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/340/foo340.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/340/final_candidate.java
gpt-5.4-mini,341,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/341/foo341.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/341/final_candidate.java
gpt-5.4-mini,342,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/342/foo342.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/342/final_candidate.java
gpt-5.4-mini,343,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/343/foo343.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/343/final_candidate.java
gpt-5.4-mini,344,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/344/foo344.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/344/final_candidate.java
gpt-5.4-mini,348,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/348/foo348.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/348/final_candidate.java
gpt-5.4-mini,364,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/364/foo256.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/364/final_candidate.java
gpt-5.4-mini,367,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/367/foo367.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/367/final_candidate.java
gpt-5.4-mini,368,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/368/foo368.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/368/final_candidate.java
gpt-5.4-mini,369,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/369/foo369.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/369/final_candidate.java
gpt-5.4-mini,370,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/370/foo276.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/370/final_candidate.java
gpt-5.4-mini,371,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/371/foo371.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/371/final_candidate.java
gpt-5.4-mini,373,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/373/foo373.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/373/final_candidate.java
gpt-5.4-mini,375,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/375/foo375.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/375/final_candidate.java
gpt-5.4-mini,376,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/376/foo376.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/376/final_candidate.java
gpt-5.4-mini,377,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/377/foo377.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/377/final_candidate.java
gpt-5.4-mini,379,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/379/foo379.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/379/final_candidate.java
gpt-5.4-mini,381,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/381/foo381.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/381/final_candidate.java
gpt-5.4-mini,384,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/384/foo384.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/384/final_candidate.java
gpt-5.4-mini,385,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/385/foo385.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/385/final_candidate.java
gpt-5.4-mini,391,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/391/foo391.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/391/final_candidate.java
gpt-5.4-mini,398,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/398/foo398.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/398/final_candidate.java
gpt-5.4-mini,399,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/399/foo325.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/399/final_candidate.java
gpt-5,1,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/1/foo2_c1.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/1/extracted_from_log.java
gpt-5,2,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/2/foo22_c2.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/2/extracted_from_log.java
gpt-5,3,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/3/foo24_c3.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/3/extracted_from_log.java
gpt-5,4,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/4/foo25.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/4/extracted_from_log.java
gpt-5,5,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/5/foo27_c5.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/5/extracted_from_log.java
gpt-5,6,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/6/foo28_c6.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/6/extracted_from_log.java
gpt-5,7,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/7/foo29_c7.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/7/extracted_from_log.java
gpt-5,8,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/8/foo32_c8.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/8/extracted_from_log.java
gpt-5,10,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/10/foo42_c12.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/10/extracted_from_log.java
gpt-5,11,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/11/foo42_c12.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/11/extracted_from_log.java
gpt-5,12,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/12/foo42_c12.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/12/extracted_from_log.java
gpt-5,13,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/13/foo62_c13.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/13/extracted_from_log.java
gpt-5,14,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/14/foo6_c14.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/14/extracted_from_log.java
gpt-5,16,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/16/foo8_c16.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/16/extracted_from_log.java
gpt-5,17,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/17/foo9.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/17/extracted_from_log.java
gpt-5,18,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/18/foo26_c18.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/18/extracted_from_log.java
gpt-5,22,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/22/foo37_c22.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/22/extracted_from_log.java
gpt-5,29,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/29/foo60.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/29/extracted_from_log.java
gpt-5,30,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/30/foo70_c30.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/30/extracted_from_log.java
gpt-5,31,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/31/foo3_c31.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/31/extracted_from_log.java
gpt-5,32,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/32/foo4_c32.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/32/extracted_from_log.java
gpt-5,33,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/33/foo5_c33.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/33/extracted_from_log.java
gpt-5,34,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/34/foo10_c34.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/34/extracted_from_log.java
gpt-5,35,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/35/foo39_c35.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/35/extracted_from_log.java
gpt-5,37,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/37/foo57_c37.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/37/extracted_from_log.java
gpt-5,38,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/38/foo117_c42.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/38/extracted_from_log.java
gpt-5,40,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/40/foo117_c42.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/40/extracted_from_log.java
gpt-5,41,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/41/foo117_c42.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/41/extracted_from_log.java
gpt-5,47,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/47/foo122.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/47/extracted_from_log.java
gpt-5,48,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/48/foo124_c48.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/48/extracted_from_log.java
gpt-5,50,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/50/foo162_c50.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/50/extracted_from_log.java
gpt-5,51,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/51/foo169_c52.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/51/extracted_from_log.java
gpt-5,52,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/52/foo169_c52.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/52/extracted_from_log.java
gpt-5,53,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/53/foo213_c53.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/53/extracted_from_log.java
gpt-5,54,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/54/foo214.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/54/extracted_from_log.java
gpt-5,56,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/56/foo228_c56.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/56/extracted_from_log.java
gpt-5,57,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/57/foo229.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/57/extracted_from_log.java
gpt-5,58,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/58/foo230_c58.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/58/extracted_from_log.java
gpt-5,59,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/59/foo231_c59.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/59/extracted_from_log.java
gpt-5,60,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/60/foo234_c60.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/60/extracted_from_log.java
gpt-5,61,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/61/foo234_c60.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/61/extracted_from_log.java
gpt-5,62,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/62/foo234_c60.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/62/extracted_from_log.java
gpt-5,63,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/63/foo241_c63.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/63/extracted_from_log.java
gpt-5,64,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/64/foo242.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/64/extracted_from_log.java
gpt-5,65,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/65/foo253_c65.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/65/extracted_from_log.java
gpt-5,67,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/67/foo295_c67.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/67/extracted_from_log.java
gpt-5,68,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/68/foo301_c68.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/68/extracted_from_log.java
gpt-5,69,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/69/foo302_c69.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/69/extracted_from_log.java
gpt-5,70,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/70/foo303.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/70/extracted_from_log.java
gpt-5,71,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/71/foo304_c71.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/71/extracted_from_log.java
gpt-5,72,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/72/foo306_c72.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/72/extracted_from_log.java
gpt-5,73,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/73/foo307_c73.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/73/extracted_from_log.java
gpt-5,74,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/74/foo308_c74.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/74/extracted_from_log.java
gpt-5,75,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/75/foo309_c75.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/75/extracted_from_log.java
gpt-5,76,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/76/foo361_c81.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/76/extracted_from_log.java
gpt-5,77,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/77/foo361_c81.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/77/extracted_from_log.java
gpt-5,78,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/78/foo361_c81.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/78/extracted_from_log.java
gpt-5,79,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/79/foo361_c81.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/79/extracted_from_log.java
gpt-5,80,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/80/foo361_c81.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/80/extracted_from_log.java
gpt-5,81,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/81/foo361_c81.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/81/extracted_from_log.java
gpt-5,82,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/82/foo388_c82.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/82/extracted_from_log.java
gpt-5,83,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/83/foo389_c83.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/83/extracted_from_log.java
gpt-5,86,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/86/foo394.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5/86/extracted_from_log.java
